scheme,candidate,outer_fold,inner_validation_fold,alpha,train_scale,validation_r68,validation_r90,validation_tail_beyond_2r68
file_mod5,A1_s2_lifetime,4,0,0.8,1.0060361567203793,0.13381155897220437,0.21797389285863072,0.055944055944055944
file_mod5,A1_s2_lifetime,4,0,0.85,1.003384797828966,0.14320407976727106,0.23169549667036826,0.05244755244755245
file_mod5,A1_s2_lifetime,4,0,0.9,1.003075147603318,0.1528209474616522,0.2532378720602461,0.054778554778554776
file_mod5,A2_s1_dt_r2,0,1,0.1,1.0117209314166868,0.16043240708242318,0.2902931354634051,0.07354555433589462
file_mod5,A2_s1_dt_r2,0,1,0.15000000000000002,0.9964374620088436,0.15099836181224568,0.2756539565836269,0.07683863885839737
file_mod5,A2_s1_dt_r2,0,1,0.2,1.0068891185393054,0.14374888207505843,0.2578668834693576,0.07244785949506037
file_mod5,A2_s1_dt_r2,0,1,0.25,0.9961633732335512,0.13769467411768327,0.23902867667538036,0.06805708013172337
file_mod5,A2_s1_dt_r2,0,1,0.30000000000000004,1.0143020171384691,0.1286353904183638,0.22828513521882166,0.07025246981339188
file_mod5,A2_s1_dt_r2,0,1,0.35,1.0169338162955714,0.12069631739234515,0.21610301466855547,0.07354555433589462
file_mod5,A2_s1_dt_r2,0,1,0.4,1.0198497904572945,0.11335790966927195,0.20064122455352185,0.06915477497255763
file_mod5,A2_s1_dt_r2,0,1,0.45000000000000007,1.0041506244371106,0.10793603695532072,0.1947377378313211,0.06915477497255763
file_mod5,A2_s1_dt_r2,0,1,0.5,1.0036522625579956,0.10631318985831495,0.18251567820780168,0.059275521405049394
file_mod5,A2_s1_dt_r2,0,1,0.55,1.0069440029958132,0.10370891808754379,0.18015411323614222,0.05159165751920966
file_mod5,A2_s1_dt_r2,0,1,0.6,1.0100673056580147,0.10168363734978875,0.17467288313839158,0.052689352360043906
file_mod5,A2_s1_dt_r2,0,1,0.65,1.0078653007960106,0.09794881191083932,0.17105940597461639,0.06147091108671789
file_mod5,A2_s1_dt_r2,0,1,0.7000000000000001,1.0045899969315741,0.09519728640482145,0.17646735125306096,0.06805708013172337
file_mod5,A2_s1_dt_r2,0,1,0.75,1.003240907484474,0.09614895261262218,0.18455198411820312,0.07135016465422613
file_mod5,A2_s1_dt_r2,0,1,0.8,1.0043569671876584,0.09664412281642082,0.18654458738156132,0.07903402854006586
file_mod5,A2_s1_dt_r2,0,1,0.85,1.0040070952074498,0.09963773353472416,0.1901359472663962,0.08232711306256861
file_mod5,A2_s1_dt_r2,0,1,0.9,1.000970941153385,0.105992078251125,0.20041343034263887,0.08122941822173436
file_mod5,A2_s1_dt_r2,1,2,0.1,0.9949347778862607,0.15878122757023644,0.29426145161378137,0.08527131782945736
file_mod5,A2_s1_dt_r2,1,2,0.15000000000000002,0.9975802903784825,0.1502158222990599,0.2776325466088292,0.08305647840531562
file_mod5,A2_s1_dt_r2,1,2,0.2,1.0028174356493662,0.14479389046814506,0.2631257996738664,0.07308970099667775
file_mod5,A2_s1_dt_r2,1,2,0.25,1.0062108936448797,0.13615611563330254,0.24623556201649838,0.06866002214839424
file_mod5,A2_s1_dt_r2,1,2,0.30000000000000004,1.0229498137181592,0.12671492632029208,0.22846107461379356,0.07087486157253599
file_mod5,A2_s1_dt_r2,1,2,0.35,1.0233355210979767,0.12069713871582666,0.21077349161577946,0.06976744186046512
file_mod5,A2_s1_dt_r2,1,2,0.4,1.0304224470926107,0.11685564374524349,0.20109349131531024,0.06423034330011074
