scheme,replicate,raw_r68,winner_r68,delta_r68,ratio_r68,raw_r90,winner_r90,delta_r90,ratio_r90
event_random5,74,0.08056464802832972,0.06030842701449001,-0.020256221013839705,0.7485718424945291,0.15216140184865798,0.11941749228744052,-0.03274390956121746,0.7848080448563096
event_random5,75,0.07963775747796267,0.05651078043644258,-0.023126977041520093,0.7095978368311064,0.14850396737193625,0.11813169849049314,-0.030372268881443107,0.7954784008876065
event_random5,76,0.08081708909862494,0.05875693166930167,-0.02206015742932327,0.7270359811845957,0.14945260941419064,0.11937891253294296,-0.030073696881247683,0.7987743606543403
event_random5,77,0.08115075974308784,0.05977904153509727,-0.021371718207990574,0.7366417976165535,0.14861221716178125,0.11920669815467083,-0.029405519007110414,0.8021325596999931
event_random5,78,0.08031383957051184,0.058728813690776815,-0.02158502587973503,0.7312415145986841,0.15442631877243976,0.12195259968396899,-0.03247371908847077,0.7897138302161852
event_random5,79,0.08091897142859106,0.060017644536670564,-0.020901326891920494,0.7417005366860677,0.15052601531241253,0.1168553474073132,-0.03367066790509933,0.7763132981683146
event_random5,80,0.07816361584238081,0.056827255270203825,-0.021336360572176985,0.7270295092898162,0.14559377697398182,0.11843464463679051,-0.027159132337191305,0.8134595248391369
event_random5,81,0.07801076041774177,0.05753884644056866,-0.020471913977173108,0.7375757668871891,0.14589916245901047,0.11767956570187597,-0.028219596757134494,0.806581502720671
event_random5,82,0.08047055808674233,0.05840631770564748,-0.022064240381094856,0.7258097755789024,0.1495801405330927,0.12075279622005361,-0.0288273443130391,0.8072782642782622
event_random5,83,0.08009672974981856,0.059541587157994694,-0.020555142591823866,0.7433710133231697,0.14791034681865026,0.12036101560550873,-0.02754933121314153,0.8137430422841265
event_random5,84,0.07719229025652069,0.0591624815094037,-0.018029808747116988,0.7664299285951818,0.14698730614115615,0.11574865953659479,-0.031238646604561368,0.7874738477446346
event_random5,85,0.07866930182937676,0.05694797846836626,-0.0217213233610105,0.7238907317606408,0.14682500160715986,0.1157671048281858,-0.031057896778974067,0.7884699714693582
event_random5,86,0.07952954327480777,0.057213591684203535,-0.022315951590604233,0.7194004809823527,0.14901628541707074,0.1163600433780645,-0.03265624203900623,0.7808545425246168
event_random5,87,0.08020510184599391,0.05785628668836417,-0.022348815157629744,0.7213541951415647,0.14870342190009747,0.11885916012349654,-0.029844261776600933,0.7993034632609125
event_random5,88,0.08346614710382386,0.05812877158343932,-0.025337375520384536,0.6964353046167654,0.15556241427994,0.11908229100492615,-0.03648012327501385,0.7654952615394192
event_random5,89,0.0790203953783002,0.05778204470502392,-0.021238350673276285,0.7312295063622455,0.1525540987738306,0.11649845637107001,-0.0360556424027606,0.7636534010389654
event_random5,90,0.07741624816611896,0.05714846599711127,-0.020267782169007688,0.7381973080700411,0.1475706931090228,0.11795318523079643,-0.029617507878226368,0.7992995272012077
event_random5,91,0.07986721401763758,0.05808832464151954,-0.021778889376118035,0.727311267282862,0.15322757748572852,0.1183956428990094,-0.03483193458671911,0.7726784227861115
event_random5,92,0.08024259892703427,0.05903237232452839,-0.021210226602505877,0.735673733327199,0.148800603696491,0.11769908897627855,-0.031101514720212456,0.7909852920781807
event_random5,93,0.08346360341173571,0.059589383345912614,-0.0238742200658231,0.7139565140981419,0.15504746918866885,0.12131686192178101,-0.03373060726688784,0.7824498042864351
event_random5,94,0.07978769461719579,0.06066936160426973,-0.019118333012926057,0.7603849427577559,0.1480756972575612,0.1212766326563039,-0.026799064601257305,0.8190178057737367
event_random5,95,0.08069884936793803,0.058440636363667434,-0.022258213004270597,0.7241817798072115,0.14699114129179203,0.11856967003145098,-0.028421471260341044,0.8066450058788128
event_random5,96,0.08073365642711298,0.058278430352803175,-0.02245522607430981,0.7218604102914307,0.14996535798466368,0.12179707624301796,-0.02816828174164572,0.8121680758797217
event_random5,97,0.07875373534072397,0.05860490314215109,-0.02014883219857288,0.7441539488711234,0.15089403841335097,0.12061070375241557,-0.0302833346609354,0.7993072822533991
event_random5,98,0.080664962415269,0.059744755991025716,-0.02092020642424329,0.7406531188033713,0.15182025682926686,0.11570427101495025,-0.03611598581431662,0.7621135244492985
event_random5,99,0.0824755456055953,0.059117641601938956,-0.023357904003656338,0.7167899426169823,0.1539199082612004,0.12013918361127032,-0.033780724649930066,0.7805305042632656
event_random5,100,0.0785792619189296,0.05919968638471534,-0.01937957553421426,0.7533754446025694,0.14980798881847227,0.11919071160064984,-0.030617277217822425,0.7956232010101779
event_random5,101,0.0779982216034775,0.05578256978904768,-0.022215651814429818,0.7151774571557751,0.14884733393521782,0.11448645904117993,-0.034360874894037885,0.7691535751053988
event_random5,102,0.08371355795766595,0.06049609067353947,-0.023217467284126485,0.7226558295865577,0.15188556103798692,0.12022247904563185,-0.03166308199235507,0.7915332979911365
event_random5,103,0.07967640165254776,0.061357068159648184,-0.018319333492899575,0.7700783028231322,0.15311460359148232,0.12746112492482906,-0.025653478666653268,0.8324557026898749
event_random5,104,0.08333608264301588,0.05936893728437721,-0.02396714535863867,0.7124037439903917,0.15353348828322205,0.12204899114561804,-0.03148449713760401,0.7949340076249372
event_random5,105,0.07822363977314091,0.059046242403057544,-0.019177397370083366,0.7548388514558975,0.14500389992018095,0.11695403120757003,-0.02804986871261092,0.806557832388982
event_random5,106,0.07847851046194898,0.05646882484961369,-0.022009685612335288,0.7195450642121083,0.14344425725640628,0.11829705137068994,-0.02514720588571634,0.8246900477809594
event_random5,107,0.07781797736697602,0.05784659994741134,-0.019971377419564673,0.7433577934648297,0.14869387327397282,0.11973174203339847,-0.028962131240574354,0.8052231029908624
event_random5,108,0.08399493867809936,0.058059324999091326,-0.025935613679008034,0.691224089365632,0.15618329765044653,0.12035507946756714,-0.03582821818287939,0.7706014745375243
event_random5,109,0.07798786044338561,0.05787062721122916,-0.020117233232156452,0.74204660676952,0.14800751469377108,0.11631111359496255,-0.03169640109880853,0.7858460013710203
event_random5,110,0.07933754271937689,0.06004873045431885,-0.01928881226505804,0.7568766109471768,0.15239595035856926,0.12096038611927251,-0.03143556423929675,0.7937244121951229
event_random5,111,0.08237830631240244,0.06046027835892232,-0.021918027953480114,0.7339344672812209,0.15425220874914045,0.11812220980438505,-0.036129998944755395,0.7657732149332563
event_random5,112,0.07827947056396166,0.060434500357193964,-0.017844970206767695,0.7720351188095136,0.1525237993028812,0.12193479961575067,-0.03058899968713054,0.7994476938881714
