scheme,outer_fold,method,complexity,alpha,inner_r68,inner_r90,inner_n
event_random5,1,dt_then_r2,6,8.49781240983936,0.1006808880089794,0.19151219040571807,3600
event_random5,1,dt_then_r2,6,13.03672689737678,0.10533407992144245,0.20072737908270552,3600
event_random5,1,dt_then_r2,6,20.0,0.10926167848068893,0.2083364430405326,3600
event_random5,1,r2_then_dt,6,0.05,0.09379146187808578,0.16515898762354703,3600
event_random5,1,r2_then_dt,6,0.07670637023171953,0.09084720955682192,0.15940321611258526,3600
event_random5,1,r2_then_dt,6,0.11767734468251262,0.0862881794473562,0.1520203110640917,3600
event_random5,1,r2_then_dt,6,0.1805320393820497,0.08142622291763382,0.14324753031231177,3600
event_random5,1,r2_then_dt,6,0.2769591490305376,0.07402194060921993,0.13530301930476565,3600
event_random5,1,r2_then_dt,6,0.42489062049196813,0.06748706667657235,0.12938721211923768,3600
event_random5,1,r2_then_dt,6,0.6518363448688389,0.06317838648132837,0.12406736966504835,3600
event_random5,1,r2_then_dt,6,0.75,0.062163437330857246,0.12203623957788488,3600
event_random5,1,r2_then_dt,6,1.0,0.06115098314748125,0.12240206412857592,3600
event_random5,1,r2_then_dt,6,1.5,0.06786842973913682,0.13322091183055007,3600
event_random5,1,r2_then_dt,6,1.5341274046343907,0.06817798279633586,0.1344316300414161,3600
event_random5,1,r2_then_dt,6,2.3535468936502513,0.0814806953517039,0.1547500581600701,3600
event_random5,1,r2_then_dt,6,3.6106407876409943,0.09131560805188313,0.17248619168105392,3600
event_random5,1,r2_then_dt,6,5.539182980610754,0.10229038348107174,0.18951920657502916,3600
event_random5,1,r2_then_dt,6,8.49781240983936,0.11031211226380631,0.20592470995786155,3600
event_random5,1,r2_then_dt,6,13.03672689737678,0.11585213876356054,0.21555177751067053,3600
event_random5,1,r2_then_dt,6,20.0,0.12018166830872674,0.2230344184039645,3600
event_random5,1,xy_quad,6,0.05,0.1399230958742749,0.25666705849353927,3600
event_random5,1,xy_quad,6,0.07670637023171953,0.1346217683180474,0.24531965009841655,3600
event_random5,1,xy_quad,6,0.11767734468251262,0.1262053270129604,0.23123410395048852,3600
