outer_fold,s2,k,sigma_over_mu,fit_p,r68,r90,tail_safe
0,qS2Bdesub_C,1.22,0.04061519230462324,1.6635102277082913e-14,0.06961401749005411,0.13388809774010238,False
0,qS2Bdesub_C,1.23,0.040828344631250575,3.7396124535287153e-14,0.06983688516149295,0.13411202405548656,False
0,qS2Bdesub_C,1.24,0.04094967318499236,8.3807449664939e-11,0.06991701800276294,0.13431599461409963,False
0,qS2Bdesub_C,1.25,0.041307647906891565,1.3401081161455795e-11,0.06984872805454247,0.13444859508769438,False
0,qS2Bdesub_C,1.26,0.0412394962450026,9.717781203756048e-12,0.07001123431795175,0.13472710616872777,False
0,qS2Bdesub_C,1.27,0.04149591395490589,1.5324857432999383e-11,0.07017499606185874,0.13513064853550705,False
0,qS2Bdesub_C,1.28,0.04148132986911615,6.362353949167474e-12,0.07018600235819118,0.13554492748365665,False
0,qS2Bdesub_C,1.29,0.04165680681993569,5.938888634386779e-09,0.07038513233652659,0.13570470847989666,False
0,qS2Bdesub_C,1.3,0.04139854506689414,7.701576611638993e-08,0.07058178180361938,0.13579391525674642,False
0,qS2Bub_C_stretch,0.75,0.05020665034176405,3.965197766598375e-05,0.06507535967317113,0.12554749210019414,True
0,qS2Bub_C_stretch,0.76,0.050695475900438616,1.0693252588672512e-07,0.06516311040606287,0.12580816816059223,True
0,qS2Bub_C_stretch,0.77,0.04977726422060174,1.258481736330322e-08,0.06495163840105854,0.12631505149418773,True
0,qS2Bub_C_stretch,0.78,0.0494764102239906,2.227324706461265e-07,0.06531275849742793,0.12636058020441968,True
0,qS2Bub_C_stretch,0.79,0.049628274509315215,7.78732422451807e-09,0.0654314768688137,0.12639778888492842,True
0,qS2Bub_C_stretch,0.8,0.048264740425497936,4.695819912526877e-08,0.06529534102031893,0.12618723784564864,True
0,qS2Bub_C_stretch,0.81,0.049376498393651505,8.593708089408742e-09,0.06522804619138936,0.1263063542525388,True
0,qS2Bub_C_stretch,0.82,0.048773210699236166,3.1081709147398205e-06,0.06509862228287043,0.12621664224515017,True
0,qS2Bub_C_stretch,0.83,0.048504299636250386,4.173714353574072e-08,0.06500813759967014,0.12626742062043855,True
0,qS2Bub_C_stretch,0.84,0.04871299279583617,4.483118217308193e-11,0.06486392332347296,0.12619612154491736,True
0,qS2Bub_C_stretch,0.85,0.0479286472296216,4.478182201861951e-10,0.06489271814361187,0.12623379372635138,True
0,qS2Bub_C_stretch,0.86,0.048832913321526804,1.0608108164312458e-09,0.06504060285156789,0.12645135128449528,True
0,qS2Bub_C_stretch,0.87,0.04874984149622167,2.926793254922096e-10,0.06503945149772998,0.12676112566305364,True
0,qS2Bub_C_stretch,0.88,0.04819063740885981,2.9760084504511724e-12,0.06504466369922374,0.1268266725773028,True
0,qS2Bub_C_stretch,0.89,0.04859115770526539,2.8267956275335525e-11,0.06503464587738295,0.12736794076721075,True
0,qS2Bub_C_stretch,0.9,0.04816547173135032,4.0883630073920905e-11,0.06499480413613987,0.1276239118780482,True
0,qS2Bub_C_stretch,0.91,0.0479693437667038,6.234841963029216e-13,0.06514397020016931,0.1277758753297368,True
0,qS2Bub_C_stretch,0.92,0.04789974610227355,3.1314188238985603e-12,0.0653896944342137,0.12772538871996636,True
0,qS2Bub_C_stretch,0.93,0.047849021424263144,6.469030089669371e-12,0.06572118173236922,0.12795836908853767,True
0,qS2Bub_C_stretch,0.94,0.04650946636024616,9.928565866294458e-11,0.06602932154956326,0.12805463720946456,True
0,qS2Bub_C_stretch,0.95,0.04526182047765997,3.584648162670119e-13,0.06626689028541492,0.12798450810159964,True
0,qS2Bub_C_stretch,0.96,0.046720700431193994,1.0173743137977092e-19,0.06625145184122208,0.12782159247322142,True
0,qS2Bub_C_stretch,0.97,0.047500155167898794,1.3675130947245074e-19,0.06625674982103415,0.12794948663710237,True
0,qS2Bub_C_stretch,0.98,0.04787225632750492,5.890355893837042e-22,0.06641710661786139,0.12767760535869033,True
0,qS2Bub_C_stretch,0.99,0.04655941073898105,1.8327081397372814e-15,0.06654768779846731,0.12757047562301174,True
0,qS2Bub_C_stretch,1.0,0.04634425262445532,5.650292071770739e-15,0.0665523703166375,0.12762907189431485,True
0,qS2Bub_C_stretch,1.01,0.04675112564430601,8.471732721142788e-17,0.06649748347764477,0.12786848528847597,True
0,qS2Bub_C_stretch,1.02,0.04563832006491531,1.801834493595993e-16,0.06657316808133185,0.12819320611278046,True
0,qS2Bub_C_stretch,1.03,0.04569578121250486,2.5460905458397727e-16,0.06666965263547886,0.12852865168648916,True
0,qS2Bub_C_stretch,1.04,0.044860825472562815,9.999264525906291e-15,0.06680813523960956,0.12863248504024097,True
0,qS2Bub_C_stretch,1.05,0.045093379280542,4.754293793314356e-16,0.06692348904624056,0.12890427540044108,True
