method,alpha,scale_train,validation_resolution,validation_mu,validation_sigma,validation_signal_fraction,fit_success
corrected_bottom,0.15,0.9872178232992981,0.08526969392791664,1.0253209387622744,0.08742880262614329,0.8851129529345744,True
corrected_bottom,0.17,0.9848962938158937,0.08331628496165615,1.0269826977546128,0.0855643830968137,0.882365419254616,True
corrected_bottom,0.19,0.9870447398875509,0.08199566508627866,1.0239710713335002,0.08396118902309964,0.8767119216236161,True
corrected_bottom,0.21,0.9980030010414644,0.07831074303251412,1.0137403591481595,0.0793867607669401,0.8413464554318238,True
corrected_bottom,0.23,0.9965668403717414,0.07567959138773621,1.0151317694951747,0.07682475752010444,0.8136798248908585,True
corrected_bottom,0.25,0.9919317732167325,0.0740687549189031,1.0198240332209882,0.07553709637705268,0.8025655390055396,True
corrected_bottom,0.27,0.9934609524953498,0.07364981473186157,1.0171753527130305,0.07491477627713064,0.8065353487435267,True
corrected_bottom,0.29000000000000004,0.9921680769490138,0.07510250832323101,1.0168665805934214,0.07636923083263289,0.8377169048280733,True
corrected_bottom,0.31000000000000005,0.9906874423203762,0.07631556695435249,1.0173690997909794,0.07764109965238782,0.8707231465782083,True
corrected_bottom,0.32999999999999996,0.9862724649749915,0.07728949592357788,1.019597627098474,0.07880418664331718,0.881809453289417,True
corrected_bottom,0.35,0.9852014505004331,0.07768685991944128,1.0188613166555016,0.07915213638435346,0.8855588390138913,True
corrected_bottom,0.37,0.9837986844317871,0.07680715349092702,1.018960598975993,0.07826346312675603,0.8769250151568043,True
corrected_bottom,0.39,1.014073218751045,0.07062118822014712,0.9901523934350912,0.06992573854340875,0.7968975601048908,True
corrected_bottom,0.41000000000000003,0.9740587908859415,0.06958485594332296,1.0236923601876127,0.07123348541393532,0.7725158689264724,True
corrected_bottom,0.43000000000000005,0.9752138161356156,0.07200337575279299,1.0203166946697855,0.07346624635315632,0.8095662604842465,True
corrected_bottom,0.44999999999999996,0.983434459436384,0.07480830254493048,1.0117367557443695,0.07568630931955123,0.8566519536973544,True
corrected_bottom,0.47,0.985614808136019,0.08535526643355328,1.0115373177690103,0.08634003726565573,0.9970862557938382,True
corrected_bottom,0.49,0.98863215672117,0.07758497228474534,1.003794315427192,0.07787935414200362,0.9185823653011386,True
corrected_bottom,0.51,0.9859207704914165,0.07648048752566639,1.003795445743027,0.0767707650664703,0.9273408775318496,True
corrected_bottom,0.53,0.9770335229327267,0.07672473769821503,1.0138634503953667,0.07778840729339176,0.9554813047474606,True
corrected_bottom,0.55,0.9752360623811271,0.07439705913151869,1.0134755016441952,0.07539959682416876,0.9527500928157947,True
corrected_bottom,0.5700000000000001,0.9814972245567872,0.07211345096876468,1.0059830950051087,0.07254491259705705,0.9278475139636826,True
