bootstrap,baseline_resolution,improved_resolution,delta,ratio
226,0.057701737880621204,0.04644071824830284,-0.011261019632318361,0.8048408930833899
227,0.062464091184530765,0.046764438296889296,-0.01569965288764147,0.7486611493111823
228,0.0656889736012365,0.04760025622440686,-0.01808871737682964,0.7246308415985183
229,0.0543488419125034,0.045983468794255015,-0.008365373118248386,0.8460800115719879
230,0.06447451026856064,0.05001507796868871,-0.014459432299871934,0.7757341274925091
231,0.06578318679884292,0.05024587612172623,-0.015537310677116688,0.7638103072654732
232,0.06931468174772472,0.050584563015063116,-0.018730118732661602,0.7297813643459969
233,0.0676990372010947,0.049141923636200104,-0.018557113564894596,0.7258880726800864
234,0.06810437628092764,0.05216715464191067,-0.015937221639016966,0.7659882887220549
235,0.06282719165425177,0.04543946172927733,-0.017387729924974435,0.723245151229074
236,0.06539055033735458,0.04479340888361368,-0.0205971414537409,0.6850134866967971
237,0.06277964363795005,0.04487355937325431,-0.01790608426469574,0.7147788163953263
238,0.05912912476235976,0.05298260944347063,-0.006146515318889129,0.896049276163109
239,0.06115161496628582,0.04884954267095825,-0.012302072295327572,0.7988266981647179
240,0.055848853770678435,0.04503522756940801,-0.010813626201270424,0.8063769357617908
241,0.06671029087206812,0.049945578259279595,-0.016764712612788522,0.7486937563360561
242,0.057394256100829114,0.04324284651728364,-0.014151409583545473,0.753435090112771
243,0.06505651590479132,0.05109994990355935,-0.01395656600123197,0.7854701284394467
244,0.05285415960000802,0.04162614861717207,-0.011228010982835948,0.7875661808302739
245,0.06332971996230853,0.047592161330146085,-0.015737558632162446,0.7514980542859048
246,0.0613248864893092,0.04903440016597958,-0.012290486323329616,0.7995840346892086
247,0.06298783401113152,0.04660173515476278,-0.01638609885636874,0.739852955517205
248,0.0615768517065088,0.04585330200932408,-0.015723549697184716,0.7446516140167864
249,0.0662304875964373,0.050563911633057644,-0.015666575963379663,0.7634537124527767
