method,bootstrap,baseline_resolution,improved_resolution,delta,ratio
exploratory_ub_bottom_stretch,179,0.048937154523349756,0.048283742486745246,-0.0006534120366045101,0.9866479356438115
exploratory_ub_bottom_stretch,180,0.04995497541532513,0.04851354373906892,-0.0014414316762562038,0.9711453831320673
exploratory_ub_bottom_stretch,181,0.04845168820936205,0.047520626541753416,-0.000931061667608632,0.9807837104955874
exploratory_ub_bottom_stretch,182,0.046809043419937885,0.0456629783350307,-0.0011460650849071871,0.9755161609557902
exploratory_ub_bottom_stretch,183,0.04831345158274507,0.04667320731563975,-0.001640244267105316,0.9660499464772018
exploratory_ub_bottom_stretch,184,0.048899806962937185,0.048099876493679035,-0.0007999304692581505,0.9836414391192905
exploratory_ub_bottom_stretch,185,0.046620670894188566,0.04506058733641002,-0.0015600835577785493,0.9665366557825958
exploratory_ub_bottom_stretch,186,0.04886619650778241,0.04786405197972159,-0.0010021445280608138,0.9794920701900502
exploratory_ub_bottom_stretch,187,0.0468038367301422,0.04547653987347772,-0.001327296856664481,0.9716412809420454
exploratory_ub_bottom_stretch,188,0.04820616827677901,0.04686014453584982,-0.0013460237409291878,0.972077769525242
exploratory_ub_bottom_stretch,189,0.04777241931883965,0.046976161336049656,-0.0007962579827899968,0.9833322658943509
exploratory_ub_bottom_stretch,190,0.04733022575474459,0.04657196885819919,-0.0007582568965453992,0.9839794363019833
exploratory_ub_bottom_stretch,191,0.04685914212340059,0.04593982018884363,-0.0009193219345569603,0.9803811616496098
exploratory_ub_bottom_stretch,192,0.047794700460003975,0.046316568531463036,-0.0014781319285409392,0.9690733090841759
exploratory_ub_bottom_stretch,193,0.04972327669056265,0.04848451347845961,-0.0012387632121030404,0.9750868547981643
exploratory_ub_bottom_stretch,194,0.046618573581822885,0.044873573564782665,-0.00174500001704022,0.9625685669258526
exploratory_ub_bottom_stretch,195,0.04699636994686907,0.04598074280014089,-0.0010156271467281833,0.9783892426611591
exploratory_ub_bottom_stretch,196,0.04878587805845654,0.04772678246035823,-0.00105909559809831,0.9782909390945209
exploratory_ub_bottom_stretch,197,0.04636562424827429,0.04523286818687258,-0.0011327560614017088,0.9755690540186381
exploratory_ub_bottom_stretch,198,0.04775268978502749,0.047058806011779086,-0.0006938837732484021,0.9854692211816315
exploratory_ub_bottom_stretch,199,0.04729725136043483,0.04595610535527414,-0.0013411460051606927,0.9716443140650962
exploratory_ub_bottom_stretch,200,0.04666570039490087,0.045284582404670315,-0.0013811179902305584,0.9704040016855405
exploratory_ub_bottom_stretch,201,0.047614423575679306,0.04590468873067336,-0.0017097348450059446,0.9640920814196468
exploratory_ub_bottom_stretch,202,0.04886110832711256,0.04729117428389796,-0.0015699340432146006,0.9678694549312248
exploratory_ub_bottom_stretch,203,0.0467165499482937,0.045297046087632166,-0.0014195038606615307,0.9696145399813846
exploratory_ub_bottom_stretch,204,0.04748992283436686,0.0462933624625768,-0.0011965603717900564,0.9748039099586798
exploratory_ub_bottom_stretch,205,0.049502047345809756,0.04805008757134985,-0.0014519597744599086,0.9706686924620136
exploratory_ub_bottom_stretch,206,0.04853162808920487,0.047288691505609035,-0.0012429365835958384,0.9743891430695211
exploratory_ub_bottom_stretch,207,0.047008353209002665,0.04574719626278878,-0.0012611569462138844,0.9731716416312929
exploratory_ub_bottom_stretch,208,0.04906128076985624,0.047479674060792836,-0.0015816067090634045,0.9677626290173175
exploratory_ub_bottom_stretch,209,0.04936889336555428,0.04815539367924477,-0.001213499686309509,0.9754197511108038
exploratory_ub_bottom_stretch,210,0.04944279620779819,0.048474304065345565,-0.0009684921424526274,0.9804118654943735
exploratory_ub_bottom_stretch,211,0.049068346332525964,0.04782525390170998,-0.0012430924308159813,0.9746661030230812
exploratory_ub_bottom_stretch,212,0.04782926796199954,0.04650246796559283,-0.0013267999964067106,0.9722596633203574
exploratory_ub_bottom_stretch,213,0.047276849714953224,0.0459758556563797,-0.0013009940585735277,0.9724813716138527
exploratory_ub_bottom_stretch,214,0.048705928370866944,0.04744563463459022,-0.0012602937362767228,0.9741244284128961
exploratory_ub_bottom_stretch,215,0.048748196932356255,0.047275155792530894,-0.001473041139825361,0.9697826538719089
exploratory_ub_bottom_stretch,216,0.04808426754988918,0.047173818921315246,-0.0009104486285739372,0.9810655610459427
exploratory_ub_bottom_stretch,217,0.04700645438935535,0.04545322673609868,-0.0015532276532566683,0.9669571408132327
exploratory_ub_bottom_stretch,218,0.04918638895252325,0.04793218137122301,-0.0012542075813002443,0.9745009217385148
exploratory_ub_bottom_stretch,219,0.047600006813415696,0.04587386861092538,-0.0017261382024903182,0.9637365975753638
exploratory_ub_bottom_stretch,220,0.04811275713302974,0.04709029566307779,-0.0010224614699519477,0.9787486410906595
exploratory_ub_bottom_stretch,221,0.047842038992247815,0.0464211646283482,-0.0014208743638996144,0.9703007147306191
exploratory_ub_bottom_stretch,222,0.04779621704053849,0.046303929083080925,-0.0014922879574575665,0.9687781157200814
exploratory_ub_bottom_stretch,223,0.04802733673024877,0.04658822967838825,-0.0014391070518605178,0.9700356682290456
exploratory_ub_bottom_stretch,224,0.047848151650129955,0.04677681231009274,-0.0010713393400372181,0.977609598216647
exploratory_ub_bottom_stretch,225,0.04799452775394877,0.046965628548496986,-0.0010288992054517804,0.9785621558622977
exploratory_ub_bottom_stretch,226,0.047581093425654926,0.046158196218749045,-0.0014228972069058807,0.9700953234895885
