method,bootstrap,baseline_resolution,improved_resolution,delta,ratio
documented_corrected_lifetime,170,0.06708838676425406,0.05097925593561237,-0.01610913082864169,0.7598819765148246
documented_corrected_lifetime,171,0.06572335557875425,0.05016008107986847,-0.015563274498885782,0.7632002449991039
documented_corrected_lifetime,172,0.06521690420065472,0.04844244134885581,-0.016774462851798913,0.7427896485213643
documented_corrected_lifetime,173,0.06266587137322821,0.047083807616399936,-0.015582063756828274,0.7513468908135991
documented_corrected_lifetime,174,0.06265731285641789,0.05026950860642285,-0.01238780424999504,0.8022927622449711
documented_corrected_lifetime,175,0.06243124700128999,0.04982220677285264,-0.012609040228437354,0.7980331831562355
documented_corrected_lifetime,176,0.0643850423686968,0.05018836704432039,-0.014196675324376407,0.7795035181761618
documented_corrected_lifetime,177,0.06390987141815767,0.04998074524015769,-0.013929126177999976,0.7820504740674142
documented_corrected_lifetime,178,0.06126311469813246,0.04622139568759253,-0.015041719010539932,0.7544734856421125
documented_corrected_lifetime,179,0.06861200812204943,0.05163417783665969,-0.01697783028538974,0.7525530770766979
documented_corrected_lifetime,180,0.06345291208236599,0.05145938369716415,-0.011993528385201839,0.8109853749559442
documented_corrected_lifetime,181,0.06326752089358768,0.05194590759588078,-0.011321613297706902,0.8210517317922224
documented_corrected_lifetime,182,0.06412559819327239,0.048827563191580756,-0.015298035001691634,0.7614363774730978
documented_corrected_lifetime,183,0.06288411730423349,0.05025958181319018,-0.01262453549104331,0.7992412705744794
documented_corrected_lifetime,184,0.06510417646819681,0.05220019206336549,-0.012903984404831322,0.8017948293818773
documented_corrected_lifetime,185,0.06281179802514064,0.04888019677190076,-0.013931601253239882,0.7782008843678745
documented_corrected_lifetime,186,0.06255848086642818,0.04902859802943436,-0.013529882836993821,0.7837242425070684
documented_corrected_lifetime,187,0.06114948613308835,0.04828490265505414,-0.012864583478034208,0.789620742682364
documented_corrected_lifetime,188,0.06488281543981647,0.051313983356481074,-0.013568832083335397,0.7908717124656609
documented_corrected_lifetime,189,0.06352785400344586,0.05064277401558302,-0.01288507998786284,0.7971743231376283
documented_corrected_lifetime,190,0.06532699145264106,0.05086928453492165,-0.014457706917719415,0.7786870848292384
documented_corrected_lifetime,191,0.06309274371042639,0.0476127598790671,-0.01547998383135929,0.7546471603389607
documented_corrected_lifetime,192,0.060903431239878486,0.04855771982456884,-0.012345711415309643,0.7972903798033322
documented_corrected_lifetime,193,0.06473381860102292,0.05133716551273071,-0.013396653088292215,0.7930501648472114
documented_corrected_lifetime,194,0.06086085850773415,0.047251806945067296,-0.013609051562666855,0.7763907395269912
documented_corrected_lifetime,195,0.06763766553850258,0.05111778468228736,-0.016519880856215217,0.755759150989454
documented_corrected_lifetime,196,0.06464009596532265,0.04838641694782882,-0.016253679017493833,0.7485511310779394
documented_corrected_lifetime,197,0.06511376332651159,0.049359167372410466,-0.01575459595410112,0.758045071437508
documented_corrected_lifetime,198,0.06375463242112415,0.05051619454554451,-0.013238437875579642,0.7923533181379729
documented_corrected_lifetime,199,0.06253180235947749,0.050251852557489846,-0.012279949801987641,0.8036207283552501
documented_corrected_lifetime,200,0.06435165431147218,0.04724462897318607,-0.017107025338286105,0.7341633945339556
documented_corrected_lifetime,201,0.06412615923084089,0.05067808394854077,-0.013448075282300118,0.7902872175161804
